UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allCommonss,47,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:logged_in_user_can_get_all_ucsbdiningcommons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,96,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,97,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,98,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postCommons,102,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,139,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,140,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,141,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,142,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,143,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,144,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateCommons,148,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allRecommendationRequests,45,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:logged_in_user_can_get_all_recommendationrequests()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteRecommendationRequest,107,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_can_delete_RR()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteRecommendationRequest,108,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_can_delete_RR()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,78,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:can_get_by_id_when_logged_in_and_exists()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteRecommendationRequest$2,105,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:error_when_delete_nonexistent_RR()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,77,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:test_that_can_get_when_doesnt_exist()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateRecommendationRequest$1,86,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_cant_edit_if_doesnt_exist()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRecommendationDate,58,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:an_admin_can_post_new_recrequest()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRecommendationDate,59,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:an_admin_can_post_new_recrequest()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRecommendationDate,60,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:an_admin_can_post_new_recrequest()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRecommendationDate,63,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:an_admin_can_post_new_recrequest()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRecommendationDate,64,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:an_admin_can_post_new_recrequest()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRecommendationDate,65,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:an_admin_can_post_new_recrequest()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postRecommendationDate,69,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:an_admin_can_post_new_recrequest()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRecommendationRequest,88,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_can_edit_existing()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRecommendationRequest,89,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_can_edit_existing()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRecommendationRequest,90,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_can_edit_existing()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRecommendationRequest,91,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_can_edit_existing()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRecommendationRequest,92,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_can_edit_existing()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRecommendationRequest,93,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_can_edit_existing()]
RecommendationRequestController.java,edu.ucsb.cs156.example.controllers.RecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateRecommendationRequest,97,KILLED,edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RecommendationRequestControllerTests]/[method:admin_can_edit_existing()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allUCSBDates,53,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:logged_in_user_can_get_all_ucsbdates()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteUCSBDate,119,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_delete_a_date()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteUCSBDate,120,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_delete_a_date()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,70,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteUCSBDate$1,117,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_tries_to_delete_non_existant_ucsbdate_and_gets_right_error_message()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,68,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateUCSBDate$2,138,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_cannot_edit_ucsbdate_that_does_not_exist()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,96,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,97,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,98,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postUCSBDate,102,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,140,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,141,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,142,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateUCSBDate,146,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allRestaurants,45,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:logged_in_user_can_get_all_restaurants()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteRestaurant,98,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:admin_can_delete_a_restaurant()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteRestaurant,99,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:admin_can_delete_a_restaurant()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,61,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteRestaurant$1,96,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:admin_tries_to_delete_non_existant_restaurant_and_gets_right_error_message()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,59,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateRestaurant$2,116,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:admin_cannot_edit_restaurant_that_does_not_exist()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRestaurant,78,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:an_admin_user_can_post_a_new_restaurant()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postRestaurant,79,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:an_admin_user_can_post_a_new_restaurant()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postRestaurant,82,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:an_admin_user_can_post_a_new_restaurant()]
RestaurantsController.java,edu.ucsb.cs156.example.controllers.RestaurantsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateRestaurant,118,KILLED,edu.ucsb.cs156.example.controllers.RestaurantsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantsControllerTests]/[method:admin_can_edit_an_existing_restaurant()]
